timestamp,drawdown
1433376000,0
1433462400,-0.03572052021424845
1433721600,-0.05154578355028003
1433808000,-0.0596847234324672
1433894400,-0.11936997135787457
1433980800,-0.09902275475395937
1434067200,-0.03210211805397365
1434326400,-0.06782466542793159
1434412800,-0.11891815002078843
1434499200,-0.11168289622441772
1434585600,-0.07189312869646121
1434672000,-0.04838042466643639
1434931200,0
1435017600,0
1435104000,0
1435190400,-0.00708705776092333
1435276800,-0.0075303958073437635
1435536000,-0.03721915521324604
1435622400,-0.122290088773462
1435708800,-0.14754611398268586
1435795200,-0.11918909475681057
1436140800,-0.11475735916735678
1436227200,-0.15729489588578183
1436313600,-0.13292451060733532
1436400000,-0.16039569385138105
1436486400,-0.14710247010681246
1436745600,-0.14976085096139424
1436832000,-0.0992507729322467
1436918400,-0.05006737932013677
1437004800,-0.015507945975830035
1437091200,0
1437350400,0
1437436800,0
1437523200,0
1437609600,-0.07179167313655362
1437696000,-0.050060455471530055
1437955200,-0.0473431459634658
1438041600,-0.13776187250236527
1438128000,-0.13000123144550346
1438214400,-0.10283627657422569
1438300800,-0.10594143500087326
1438560000,-0.06170185860418081
1438646400,-0.07955255801560715
1438732800,-0.09676191133275026
1438819200,-0.07791410336111804
1438905600,-0.0639818402569272
1439164800,-0.1529003974860865
1439251200,-0.118888984357378
1439337600,-0.12011966340754002
1439424000,-0.1856817943915043
1439510400,-0.1344606322678869
1439769600,-0.1569976383920419
1439856000,-0.15044201442393607
1439942400,-0.10782670195780977
1440028800,-0.13896810705245194
1440115200,-0.1967456030995183
1440374400,-0.3418018511415714
1440460800,-0.8064715901262799
1440547200,-0.5462492690529754
1440633600,-0.5830626443671925
1440720000,-0.46765650603899406
1440979200,-0.44950191645397103
1441065600,-0.4511229982492197
1441152000,-0.5587490364703759
1441238400,-0.553673907514303
1441324800,-0.5474708969238082
1441670400,-0.5576212765999783
1441756800,-0.5482951168399856
1441843200,-0.5389257222618821
1441929600,-0.549943545954166
1442188800,-0.5466034438866187
1442275200,-0.5403137395231759
1442361600,-0.542309060051523
1442448000,-0.5379279695717727
1442534400,-0.5358892755225076
1442793600,-0.5423698034763884
1442880000,-0.5393260094809759
1442966400,-0.5474571907171152
1443052800,-0.546065787419906
1443139200,-0.5513271747216419
1443398400,-0.5437612231361391
1443484800,-0.5543275009679588
1443571200,-0.5640675998613723
1443657600,-0.5612412542529813
1443744000,-0.5566756116551895
1444003200,-0.56163254268736
1444089600,-0.5443264898781708
1444176000,-0.5422827512936859
1444262400,-0.5405000321912132
1444348800,-0.5423697943135866
1444608000,-0.5385869279213096
1444694400,-0.5358473250495763
1444780800,-0.5382388833394354
1444867200,-0.5385868549455739
1444953600,-0.5376300471945107
1445212800,-0.5307598707803226
1445299200,-0.5304119902296219
1445385600,-0.5279334797562337
1445472000,-0.5271509082586113
1445558400,-0.5282378764603877
1445817600,-0.5100620944307475
1445904000,-0.5098882063840566
1445990400,-0.510540511682697
1446076800,-0.5074967492841831
1446163200,-0.5064096897345928
1446422400,-0.5047137570235658
1446508800,-0.5058442926913026
1446595200,-0.4836108510318959
1446681600,-0.4536694757147372
1446768000,-0.4616739949995418
1447027200,-0.48034945189054973
1447113600,-0.48420421761782456
1447200000,-0.5254104243667629
1447286400,-0.5070303638075077
1447372800,-0.5340078625171797
1447632000,-0.5669131498465709
1447718400,-0.6214591136290835
1447804800,-0.5670544052791057
1447891200,-0.5575051612915709
1447977600,-0.5068625785876071
1448236800,-0.4906568086576696
1448323200,-0.48284362777695855
1448409600,-0.5149649192729353
1448582400,-0.4915250862751664
1448841600,-0.4863154977746836
1448928000,-0.47908170885632184
1449014400,-0.48400064871074305
1449100800,-0.46171834405998674
1449187200,-0.4758974859341093
1449446400,-0.531170656462044
1449532800,-0.4625867065746954
1449619200,-0.5146760614352436
1449705600,-0.49412973048108433
1449792000,-0.5224892756313423
1450051200,-0.5531647328810707
1450137600,-0.5864441127895382
1450224000,-0.5366694471011231
1450310400,-0.5248047769146975
1450396800,-0.4840003692840583
1450656000,-0.5566100411127934
1450742400,-0.5786703408443907
1450828800,-0.556319429127229
1450915200,-0.5354198732037811
1451260800,-0.5281637933338255
1451347200,-0.5365815635199205
1451433600,-0.5110377755109722
1451520000,-0.4820112411216572
1451865600,-0.5206166799869019
1451952000,-0.619889054342058
1452038400,-0.6178402405290755
1452124800,-0.6269728044818863
1452211200,-0.6320426831949414
1452470400,-0.6331538586836799
1452556800,-0.6362096446411856
1452643200,-0.634195613150544
1452729600,-0.6319732141779999
1452816000,-0.6447171223679893
1453161600,-0.6505509213836099
1453248000,-0.6450296452495118
1453334400,-0.6545441731983793
1453420800,-0.6486063104942589
1453680000,-0.6427031453209817
1453766400,-0.6408974013581009
1453852800,-0.6434669558307498
1453939200,-0.6438490778142334
1454025600,-0.6448907689476482
1454284800,-0.6458630794607908
1454371200,-0.6400987978988968
1454457600,-0.639057071328641
1454544000,-0.6428767860196785
1454630400,-0.6478771247026116
1454889600,-0.6482243460328712
1454976000,-0.6655866186069993
1455062400,-0.6689202109215044
1455148800,-0.6616280395197054
1455235200,-0.6684687982718036
1455580800,-0.660898850742534
1455667200,-0.654544192509178
1455753600,-0.6493702803993805
1455840000,-0.6429114174295144
1456099200,-0.6497868762562945
1456185600,-0.6437448240281731
1456272000,-0.6433975905001639
1456358400,-0.6513495772554259
1456444800,-0.6431198286615463
1456704000,-0.6375986167395133
1456790400,-0.6411405351676925
1456876800,-0.6406196105081077
1456963200,-0.6330497030228345
1457049600,-0.632841329570589
1457308800,-0.6327371946688372
1457395200,-0.634890059051741
1457481600,-0.6377722384899618
1457568000,-0.6369388472250502
1457654400,-0.634438697176616
1457913600,-0.6325982694917134
1458000000,-0.6315565225412669
1458086400,-0.6308619795113432
1458172800,-0.6305841888384548
1458259200,-0.6274590394712858
1458518400,-0.625692346426943
1458604800,-0.6266675691892565
1458691200,-0.6266674741217158
1458777600,-0.6241251251482334
1459123200,-0.628304367389843
1459209600,-0.6253440546319642
1459296000,-0.6276078760561075
1459382400,-0.618657142235966
1459468800,-0.6193537070400236
1459728000,-0.6219309204365935
1459814400,-0.6155923498493081
1459900800,-0.6200154316787786
1459987200,-0.62036371695988
1460073600,-0.6167415742089776
1460332800,-0.6176820190241209
1460419200,-0.6186919846780335
1460505600,-0.6214433880308688
1460592000,-0.6156270793315581
1460678400,-0.6136071895176772
1460937600,-0.6139553968516595
1461024000,-0.6157316499045353
1461110400,-0.6118309269681075
1461196800,-0.6149305663573462
1461283200,-0.6148261502728352
1461542400,-0.6195975341270308
1461628800,-0.6215478728770334
1461715200,-0.6195975417275634
1461801600,-0.6261102726275566
1461888000,-0.6248564822476105
1462147200,-0.6298020677946912
1462233600,-0.6308119881501495
1462320000,-0.6309164459596831
1462406400,-0.6339465245597002
1462492800,-0.6327623226490903
1462752000,-0.6360012254706434
1462838400,-0.632205076307125
1462924800,-0.6298715954924431
1463011200,-0.6267022882719319
1463097600,-0.6286526494772787
1463356800,-0.6314737592685947
1463443200,-0.6319612966490435
1463529600,-0.628234745401072
1463616000,-0.6334241340839571
1463702400,-0.6326926660411629
1463961600,-0.6317175567197182
1464048000,-0.6287223314867354
1464134400,-0.6275730786938186
1464220800,-0.6207816271072921
1464307200,-0.619109924470502
1464652800,-0.6181347221271838
1464739200,-0.6158709056471134
